,text,labels
2320,can you list the most important words in the whole dataset with label directive.,O O O O O O O O O O O O O B-class_names
2321,what does the model predict on all the training data,O O O O O O O O O O
2322,please show id 25,O O O B-id
2323,what's your motivation for deciding the predictions of the photos,O O O O O O O O B-includetoken I-includetoken
2324,how does the dataset look like?,O O O O O O
2325,can you provide me with all occurrences that comprise word The next step.,O O O O O O O O O O B-includetoken I-includetoken I-includetoken
2326,what errors does the model typically make on the data?,O O O O O O O O O O
2327,could you show me the predictions on all the data?,O O O O O O O O O O
2328,feature importance,O O
2329,a party show bad predictions,B-includetoken I-includetoken O O O
2330,i'd like to know what are the ground truth labels,O O O O O O O O O O
2331,what are the 3 most frequent keywords?,O O O B-number O O O
2332,how does the dataset look like?,O O O O O O
2333,can you tell me how many data points is the model predicting incorrectly?,O O O O O O O O O O O O O
2334,show me how to make the model output a different prediction for instance 440.,O O O O O O O O O O O O O B-id
2335,show me cfe's for the instance with id 208,O O O O O O O O B-id
2336,show the predictions across all the instances,O O O O O O O
2337,what's the idea?,O O O
2338,what about sample 251?,O O O B-id
2339,show common keywords,O O O
2340,which data does the model use?,O O O O O O
2341,count the total number of data points,O O O O O O O
2342,thirty most important features,O O O O
2343,show me the prediction for 296.,O O O O O B-id
2344,most critical feature for id 25,O O O O O B-id
2345,what are the key tokens in the data?,O O O O O O O O
2346,what are some typical mistakes on a man,O O O O O O B-includetoken I-includetoken
2347,"for a member, how many instances in the data are there?",O B-includetoken I-includetoken O O O O O O O O
2348,feature importances,O O
2349,show the predictions on all the data,O O O O O O O
2350,explain me what is the model please,O O O O O O O
2351,our commission sample mistakes,B-includetoken I-includetoken O O
2352,how does the dataset look like?,O O O O O O
2353,what is the final label for id 234?,O O O O O O O B-id
2354,furnish a justification for id 987,O O O O O B-id
2355,what are some data points you get incorrect?,O O O O O O O O
2356,"when the divorce is in the text, show the distribution of the ground truth values",O B-includetoken I-includetoken O O O O O O O O O O O O
2357,"what are the samples that include ""the photos"" in the data?",O O O O O O B-includetoken I-includetoken O O O
2358,what are some mistakes on examples with social benefits that the model makes,O O O O O O O B-includetoken I-includetoken O O O O
2359,i meant what is the rec score on the dev data,O O O O O B-metric O O O B-data_type O
2360,what are the counterfactual examples for instance id 234.,O O O O O O O O B-id
2361,any rational explanation for this prediction?,O O O O O O
2362,most important feature,O O O
2363,what would it take to change how instance 979 is predicted?,O O O O O O O O B-id O O
2364,what about counterfactuals for 159.,O O O O B-id
2365,are there any other 3 samples that are similar to id 25?,O O O O B-number O O O O O O B-id
2366,how do i change the prediction for the data point with id number 685?,O O O O O O O O O O O O O B-id
2367,is it possible to retrieve 2 data points that are analogous to id 564?,O O O O O B-number O O O O O O O B-id
2368,show me examples that are similar to id 957.,O O O O O O O O B-id
2369,could you tell me the sensitivity on the testing data for an announcement,O O O O O B-metric O O B-data_type O O B-includetoken I-includetoken
2370,explain the model's predictions on the data,O O O O O O O
2371,can you provide me with all examples that have the term The next step?,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
2372,explan me in english the reason the model made this prediction,O O O O O O O O O O O
2373,show me the labels,O O O O
2374,please tell moe more about the data,O O O O O O O
2375,what can i do?,O O O O
2376,how does id 487 look like?,O O O B-id O O
2377,how many rows are there across all the items in the data,O O O O O O O O O O O O
2378,i don't understand how this works,O O O O O O
2379,why do you predict instance 960?,O O O O O B-id
2380,please provide more examples that are similar to 114.,O O O O O O O O B-id
2381,show me how to make the model output a different prediction for id 204.,O O O O O O O O O O O O O B-id
2382,explain the reasoning and how to flip the predictions for data point id 664,O O O O O O O O O O O O O B-id
2383,please show 5 cfes for id 987.,O O B-number O O O B-id
2384,please show 2 cfes for id 683.,O O B-number O O O B-id
2385,could you show me an instance that is similar to id 147?,O O O O O O O O O O O B-id
2386,what are the data labels for passengers,O O O O O O B-includetoken
2387,5 most important features,O O O O
2388,primary features of data point 591,O O O O O B-id
2389,how can i chat with you?,O O O O O O
2390,show me how to flip model's predictions for 168.,O O O O O O O O B-id
2391,what are the similar instances for id 716?,O O O O O O O B-id
2392,show me at least 9 keywords,O O O O B-number O
2393,what's the most important feature for the model when it sees the down payment?,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
2394,could you please show me 5 counterfactuals for id 443?,O O O O O B-number O O O B-id
2395,what are the features,O O O O
2396,how many data points are in the training data set,O O O O O O O O O O
2397,what is the predicted label for instance id 864?,O O O O O O O O B-id
2398,where do we have a picture?,O O O O B-includetoken I-includetoken
2399,explain my model's rationale for predict data number eight hundred and fifty-six and how to flip this prediction,O O O O O O O O B-id I-id I-id I-id O O O O O O
2400,what are some common mistakes you make when predicting free toys?,O O O O O O O O O B-includetoken I-includetoken
2401,which data is used for training the model?,O O O O O O O O
2402,could you show me a data point that is similar to id eight hundred and two?,O O O O O O O O O O O O B-id I-id I-id I-id
2403,what methods do you use to come to predict 1?,O O O O O O O O O B-class_names
2404,please show the top few features for the predictions,O O O O O O O O O
2405,where in the data do we have the smart one?,O O O O O O O B-includetoken I-includetoken I-includetoken
2406,show me 10 counterfactual for instance 85.,O O B-number O O O B-id
2407,"what are the sentences containing ""minutes ' time""?",O O O O O B-includetoken I-includetoken I-includetoken
2408,what data points does the model typically predict wrongly on texts with a relaxed atmosphere?,O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
2409,what are the data labels for a delicious dessert,O O O O O O B-includetoken I-includetoken I-includetoken
2410,which data does the model use?,O O O O O O
2411,distribution for samples with acute insight?,O O O O B-includetoken I-includetoken
2412,how does this work?,O O O O
2413,"show me all instances that include the word ""a steady market"".",O O O O O O O O B-includetoken I-includetoken I-includetoken
2414,what's the model?,O O O
2415,what is the predicted label for 591?,O O O O O O B-id
2416,nice! could you give me the test negative predictive value?,O O O O O O O B-metric I-metric I-metric
2417,how can we interact?,O O O O
2418,what's the gold label for ESL,O O O O O B-includetoken
2419,how can i change the prediction for the data point with an id of 685?,O O O O O O O O O O O O O O B-id
2420,what are some mistakes on All the quotations examples the model typically makes,O O O O O B-includetoken I-includetoken I-includetoken O O O O O
2421,how do i use this thing?,O O O O O O
2422,available labels pelase,O O O
2423,please provide a description for the dataset,O O O O O O O
2424,provide an explanation for id 898 in everyday language,O O O O O B-id O O O
2425,which options do you have?,O O O O O
2426,probability data point 208 is predicted by the model directive,O O O B-id O O O O O B-class_names
2427,describe the model,O O O
2428,testing precision score,O B-metric O
2429,top three most important features,O O O O O
2430,please show the ranking of features by importance,O O O O O O O O
2431,what shall i do to analyze the model?,O O O O O O O O
2432,how does the dataset look like?,O O O O O O
2433,explain my model's rationale for predict data number 739 and how to flip this prediction,O O O O O O O O B-id O O O O O O
2434,which model makes the prediction?,O O O O O
2435,display most important features,O O O O
2436,explain this is natural language,O O O O O
2437,show me all occurrences that feature the token a steady market.,O O O O O O O O B-includetoken I-includetoken I-includetoken
