text,labels
how can i change the prediction for the data point with an id of 472?,1
"for twenty cents, what are the ground truth labels",12
need a description of the model,8
what does the data look like?,5
show me more examples that resemble id 147.,2
explain id 523 in natural language,16
what functions are you capable of?,9
i would like to see more instances like id 229.,2
what is the predicted label for 404?,3
town show bad predictions,13
"what does my model predict for data 177? next, once you've completed this, could you tell me why the model predicts it?",15
could you please show me 8 counterfactuals for 312?,1
hmm... i was wondering what it would take to flip the prediction of instance with id 114?,1
what are the data labels for acute insight,12
how would you characterize the mistakes you make on Stefan?,13
give me an example that is similar to id 251.,2
show me more examples that resemble 25.,2
how likely it is that false is predicted?,7
please show three most frequent tokens in the data,14
can you provide me with all occurrences that comprise word minutes ' time.,0
most important feature for id 979,15
give me 8 examples that are analogous to id one hundred and forty-nine.,2
show me 9 counterfactual for instance id eight hundred and forty-four.,1
please show me the most contributing words with label 1.,17
can you provide me with all examples that have the term a cabinet?,0
show me the results for id 177.,3
i want to know the cases that entail word that problem.,0
"are there any instances with ""a change""?",0
give the accuracy score,10
can you display the instance with id 694?,6
what is this chat?,4
data labels?,12
do we have this apartment somewhere in the text?,0
what are the key features for data point 340,15
give an overview of the data.,5
show me nine similar examples to id seven hundred and forty-one.,2
what does the model predict on all the training data,3
show me examples similar to instance 685.,2
could you please tell me the predictions for id 739 and what you have to do to flip the prediction?,1
what aspects of the data do you consider when reasoning about examples containing the span the rooms to make decisions,17
